49,50,51,52,53,54,55,56,57,121,0
11.077,-0.012532,-1.5514,-0.85108,0.3328,0.40608,5273.6,-0.31514,-0.94243,0.11188,0
4.3897,-0.063006,-27.926,-0.79653,0.33064,0.50618,5271.5,-0.29721,-0.9432,0.14842,0
7.9872,-0.022046,-14.856,-0.82292,0.3314,0.4615,5273.2,-0.30536,-0.94295,0.13262,0
13.299,0.70463,10.979,-0.87337,0.33387,0.35463,5274.8,-0.32146,-0.94212,0.095291,0
14.834,0.91768,22.174,-0.89186,0.33486,0.30407,5275.2,-0.32637,-0.94185,0.07995,0
15.649,-0.39558,32.43,-0.90642,0.33525,0.25693,5276.1,-0.33019,-0.94175,0.063935,0
16.374,-0.86347,41.695,-0.91936,0.33582,0.20496,5276.5,-0.33353,-0.94158,0.046667,0
17.358,-0.091619,50.069,-0.92537,0.33494,0.17751,5277.4,-0.33381,-0.94191,0.037103,0
17.117,-0.34612,56.432,-0.93351,0.33615,0.12474,5277.4,-0.33633,-0.94153,0.02025,0
17.29,0.17506,60.068,-0.93923,0.33718,0.064479,5280,-0.33778,-0.94122,0.0015633,0
16.88,0.90013,62.601,-0.94126,0.3375,0.011197,5281.8,-0.33765,-0.94112,-0.016938,0
15.874,0.70708,72.275,-0.94122,0.33777,-0.0015597,5285.4,-0.33764,-0.94095,-0.024596,0
13.892,0.42445,85.31,-0.94037,0.33811,-0.037246,5285.8,-0.33686,-0.94086,-0.036035,0
12.15,-0.0065148,98.087,-0.93819,0.33821,-0.073629,5284.8,-0.33543,-0.94086,-0.047683,0
-0.036161,-0.31113,-40.995,-0.76528,0.33002,0.55266,5270.8,-0.28731,-0.94343,0.16552,0
10.166,0.046511,110.87,-0.93801,0.33747,-0.078983,5283.9,-0.33436,-0.94111,-0.050115,0
7.5605,0.065338,124.5,-0.93824,0.33631,-0.081304,5282.5,-0.33306,-0.94152,-0.051116,0
5.3141,-0.22042,138.06,-0.9388,0.33426,-0.083149,5280.2,-0.3309,-0.94224,-0.051816,0
3.2071,-0.35608,149.77,-0.93948,0.33209,-0.084176,5278.1,-0.32857,-0.94299,-0.053101,0
0.79672,-0.37174,161.12,-0.94039,0.32941,-0.084572,5275.6,-0.32558,-0.94385,-0.056096,0
-2.1338,-0.055479,173.45,-0.9401,0.32605,-0.099529,5273.7,-0.32119,-0.94499,-0.061928,0
-5.6114,0.40896,184.92,-0.9325,0.32441,-0.15875,5275.6,-0.31518,-0.94558,-0.080955,0
-9.8671,0.11583,195.27,-0.92902,0.32189,-0.1825,5277.8,-0.31025,-0.9464,-0.089894,0
-15.606,-0.18796,206.14,-0.90925,0.32134,-0.26459,5278.5,-0.30022,-0.94656,-0.11787,0
-5.6537,-0.3627,-54.244,-0.73514,0.32964,0.59238,5271.1,-0.27843,-0.94353,0.17952,0
-7.7948,-0.3553,-60.449,-0.73069,0.33014,0.59759,5271,-0.27482,-0.94349,0.1852,0
-9.3964,0.62842,-63.465,-0.71724,0.3317,0.61282,5270.1,-0.27341,-0.94287,0.19035,0
-13.448,0.86845,-69.351,-0.69744,0.33263,0.63477,5268.1,-0.26971,-0.94247,0.19752,0
-19.986,0.88791,-78.681,-0.67469,0.3327,0.65887,5268.4,-0.26461,-0.94234,0.20487,0
-29.023,0.28705,-91.502,-0.64414,0.33197,0.68912,5268.3,-0.25517,-0.94256,0.21555,0
-22.62,0.43006,216.97,-0.87987,0.32188,-0.34961,5281.4,-0.28767,-0.94634,-0.14729,0
-31.156,0.88317,227.81,-0.84971,0.32196,-0.41753,5274.7,-0.27501,-0.94629,-0.17001,0
-39.931,1.1369,237.99,-0.80623,0.32241,-0.49603,5274.5,-0.25778,-0.94612,-0.19598,0
-49.257,1.3676,247.43,-0.76795,0.3232,-0.55298,5273,-0.24303,-0.94582,-0.2153,0
-58.669,1.5523,255.84,-0.73029,0.32394,-0.60145,5272.9,-0.22906,-0.94557,-0.23115,0
-69.108,1.2685,263.86,-0.70918,0.32391,-0.62621,5265.5,-0.22076,-0.94557,-0.2391,0
-38.358,0.291,-104.5,-0.62772,0.33225,0.70398,5270.4,-0.24947,-0.9425,0.22238,0
-44.23,-0.1686,-113.01,-0.58958,0.33109,0.73674,5266.9,-0.23555,-0.94295,0.23527,0
-52.299,-0.766,-121.58,-0.55224,0.33136,0.76501,5265.1,-0.22434,-0.94284,0.24644,0
-79.827,0.70529,271.6,-0.66073,0.32655,-0.67587,5269.9,-0.20466,-0.94467,-0.25635,0
-64.123,-0.79555,-132.57,-0.50361,0.33175,0.7977,5264.3,-0.21138,-0.94259,0.25855,0
-91.937,0.80088,279.83,-0.61306,0.3284,-0.71855,5275.2,-0.18783,-0.94402,-0.27119,0
6.9828,-49.101,-79.895,-0.70694,0.43773,0.55555,5269,-0.35814,-0.89887,0.25251,0
19.417,-50.241,-66.217,-0.71657,0.43303,0.54683,5267.7,-0.35855,-0.90113,0.24375,0
30.9,-49.762,-49.426,-0.77183,0.44754,0.45165,5273.4,-0.40023,-0.89391,0.20182,0
40.003,-48.709,-33.381,-0.81404,0.44615,0.37187,5276.2,-0.4163,-0.89467,0.16206,0
47.443,-48.385,-14.819,-0.83792,0.44792,0.31186,5277.3,-0.42892,-0.89376,0.13123,0
51.895,-46.701,4.6963,-0.85765,0.449,0.25068,5277.7,-0.43787,-0.89325,0.10186,0
54.985,-46.137,23.058,-0.87218,0.45426,0.18151,5279.3,-0.45014,-0.89054,0.065695,0
-6.635,-48.695,-94.975,-0.67727,0.44057,0.58924,5268.7,-0.34764,-0.89747,0.27146,0
-21.764,-48.877,-107.58,-0.63723,0.44277,0.63079,5266.9,-0.33158,-0.89637,0.29422,0
56.784,-45.446,43.914,-0.88266,0.45743,0.10802,5279.8,-0.45678,-0.889,0.032155,0
57.218,-46.357,63.55,-0.88682,0.46047,0.03882,5283.2,-0.46078,-0.88752,0.0012782,0
56.802,-46.605,82.913,-0.88551,0.4643,-0.017204,5282.7,-0.46368,-0.88546,-0.031104,0
-39.29,-48.674,-119.18,-0.59631,0.44393,0.66884,5266.2,-0.3154,-0.89574,0.31333,0
-56.582,-49.503,-129.16,-0.55483,0.44877,0.70054,5265,-0.2983,-0.89336,0.33604,0
54.801,-47.361,100.11,-0.87989,0.46923,-0.074988,5285.3,-0.46525,-0.88279,-0.064926,0
51.434,-46.171,117.65,-0.86974,0.47233,-0.14305,5289.3,-0.46212,-0.88118,-0.099824,0
45.424,-46.786,138.22,-0.855,0.47668,-0.20432,5288.9,-0.45924,-0.87893,-0.12881,0
39.108,-48.652,155.43,-0.84117,0.48086,-0.24738,5287.6,-0.4563,-0.87666,-0.1525,0
32.67,-48.229,171.9,-0.81792,0.48119,-0.31538,5290.3,-0.44231,-0.87647,-0.19017,0
-75.097,-48.274,-135.94,-0.5116,0.45311,0.73004,5265.4,-0.27883,-0.89122,0.35774,0
26.04,-46.332,186.01,-0.80223,0.48423,-0.34921,5290.6,-0.43455,-0.87471,-0.21461,0
18.474,-46.903,201.32,-0.76823,0.48563,-0.41711,5294,-0.41478,-0.87389,-0.25352,0
8.7233,-44.348,216.5,-0.73964,0.48703,-0.46448,5295.1,-0.39895,-0.87311,-0.2802,0
-0.65076,-44.099,229.66,-0.71137,0.48813,-0.50565,5296.3,-0.38058,-0.87239,-0.30674,0
